name,price,type,efficiency,wattage,modular,color,form_factor,pcie_6plus2_connectors
Gigabyte B700H,158.0,ATX,bronze,700,Semi,Black,ATX,4
Silverstone Strider Platinum,162.22,ATX,platinum,650,Full,Black,ATX,4
Apevia Signature,158.0,ATX,bronze,1050,Semi,Black,ATX,4
Silverstone Strider Platinum,158.0,ATX,platinum,550,Full,Black,ATX,4
Asus ROG Strix,158.0,ATX,gold,550,Full,Black / Red,ATX,4
Cooler Master MWE GOLD 650 V2,158.0,ATX,gold,650,false,Black,ATX,4
Corsair CX550F,158.0,ATX,bronze,550,Full,Black,ATX,4
Corsair HX750,158.0,ATX,platinum,750,Full,Black,ATX,4
Azza PSAZ-750PT14,158.0,ATX,platinum,750,Semi,Black,ATX,4
NZXT E850,134.94,ATX,gold,850,Full,Black,ATX,4
Thermaltake Toughpower SFX,158.0,SFX,gold,550,Full,Black,SFX,4
Cooler Master XG850 Plus,145.99,ATX,platinum,850,Full,Black,ATX,4
Antec NeoECO Gold,158.0,ATX,gold,850,Full,Black,ATX,4
Thermaltake Toughpower GF A3 ATX 3.0,158.0,ATX,gold,1050,Full,Black,ATX,4
Thermaltake Toughpower GF1 PE,158.0,ATX,gold,650,Full,Black,ATX,4
Cooler Master Elite NEX White W700 Black Mesh 230V,158.0,ATX,plus,700,false,Black,ATX,4
Asus ROG THOR P2 Gaming EVA Edition,158.0,ATX,platinum,1000,Full,Black / Silver,ATX,4
Segotep GP,158.0,ATX,gold,600,false,Black,ATX,4
Cooler Master Elite V3,158.0,ATX,gold,500,false,Black,ATX,4
EVGA SuperNOVA 1200 P2,158.0,ATX,platinum,1200,Full,Black,ATX,4
Thermaltake Smart RGB,158.0,ATX,plus,700,false,Black,ATX,4
SHARKOON SilentStorm Cool Zero 650,169.64,ATX,gold,650,Full,Black,ATX,4
Gigabyte AORUS P GM,180.31,ATX,gold,750,Full,Black / Silver,ATX,4
Corsair AX850,319.99,ATX,gold,850,Full,Black,ATX,4
Deepcool PM750D,158.0,ATX,gold,750,false,Black,ATX,4
Deepcool PF400 230V,158.0,ATX,plus,400,false,Black,ATX,4
Thermaltake Smart BM2,158.0,ATX,bronze,550,Semi,Black,ATX,4
In Win IP-S200DF1-0,158.0,TFX,gold,200,false,Silver,TFX,4
Corsair TX650,255.0,ATX,plus,650,false,Black,ATX,4
Lian Li PE,158.0,SFX,platinum,750,Full,Black,SFX,4
Thermalright TPFX650,158.0,SFX,platinum,650,Full,Black,SFX,4
SeaSonic PRIME,158.0,ATX,gold,850,Full,Black,ATX,4
Cooler Master MasterWatt,158.0,ATX,bronze,750,Semi,Black,ATX,4
Cooler Master MWE Gold V2 ATX3.0,313.0,ATX,gold,1250,Full,Black,ATX,4
EVGA 500 BA,109.99,ATX,bronze,500,false,Black,ATX,4
Cooler Master MasterWatt,158.0,ATX,bronze,650,Semi,Black,ATX,4
Antec EARTHWATTS GOLD PRO 750,158.0,ATX,gold,750,Semi,Black,ATX,4
Gigabyte GP-G750H,158.0,ATX,gold,750,Semi,Black,ATX,4
GAMDIAS HELIOS P2-1000G,158.0,ATX,gold,1000,false,Black,ATX,4
Fractal Design Ion+ 560P,158.0,ATX,platinum,560,Full,Black,ATX,4
Thermaltake Toughpower PF1 - TT Premium Edition,158.0,ATX,platinum,750,Full,Black,ATX,4
Cooler Master V850 Gold V2,158.0,ATX,gold,850,Full,Black,ATX,4
Silverstone HELA 1300R,158.0,ATX,platinum,1300,Full,Black,ATX,4
Inter-Tech Argus APS,158.0,ATX,gold,720,false,Black / Orange,ATX,4
Corsair HX850,158.0,ATX,gold,850,Semi,Black,ATX,4
FSP Group HEXA 85+ PRO,158.0,ATX,bronze,650,false,Black,ATX,4
Super Flower Leadex III Gold,158.0,ATX,gold,650,Full,Black,ATX,4
Phanteks Revolt SFX,158.0,SFX,platinum,850,Full,Black,SFX,4
Corsair RM550x (2021),158.0,ATX,gold,550,Full,Black,ATX,4
Deepcool PN750D,158.0,ATX,gold,750,false,Black,ATX,4
SeaSonic VERTEX PX-750,324.46,ATX,platinum,750,Full,Black / Silver,ATX,4
Xilence XP600R6,174.35,ATX,gold,600,false,Black / Red,ATX,4
be quiet! Straight Power 11 1000W,158.0,ATX,gold,1000,Full,Black,ATX,4
SeaSonic G12 GC,158.0,ATX,gold,850,false,Black / Blue,ATX,4
GameMax VP-600-RGB,158.0,ATX,bronze,600,false,Black,ATX,4
GAMDIAS KRATOS P1 G,158.0,ATX,gold,750,false,Black,ATX,4
Corsair RM1000,158.0,ATX,gold,1000,Full,Black,ATX,4
FSP Group Hydro PTM PRO,139.99,ATX,platinum,850,Full,Black,ATX,4
Silverstone Extreme 1200R Platinum,158.0,SFX,gold,1200,Full,Black,SFX,4
Silverstone Strider Platinum S,215.21,ATX,platinum,1000,Full,Black,ATX,4
Asus ROG Thor P3 Gaming,158.0,ATX,platinum,1200,Full,Black,ATX,4
SeaSonic FOCUS GX,486.87,ATX,gold,1000,Full,Black,ATX,4
be quiet! Straight Power 11,158.0,ATX,platinum,750,Full,Black,ATX,4
Thermaltake Litepower,158.0,ATX,gold,550,false,Black,ATX,4
Cooler Master GX III GOLD,158.0,ATX,gold,750,Full,Black / Purple,ATX,4
RAIJINTEK AMPERE,162.9,ATX,platinum,1200,Full,Black,ATX,4
EVGA SuperNOVA 850 P6,158.0,ATX,platinum,850,Full,Black / Silver,ATX,4
SHARKOON Rebel P20 SFX,158.0,SFX,platinum,750,Full,Black,SFX,4
Deepcool PQ1000M,158.0,ATX,gold,1000,Full,Black,ATX,4
NZXT C (2019),215.01,ATX,gold,850,Full,Black,ATX,4
Xilence XP650R6.2,158.0,ATX,plus,650,false,Black,ATX,4
EVGA SuperNOVA 750 G6,158.0,ATX,gold,750,Full,Black,ATX,4
Vida Lite,158.0,ATX,gold,650,false,Black,ATX,4
Corsair RM1000i,158.0,ATX,gold,1000,Full,Black,ATX,4
Corsair CS550M,158.0,ATX,gold,550,Semi,Black,ATX,4
EVGA SuperNOVA 650 GS,158.0,ATX,gold,650,Full,Black,ATX,4
Zalman ZM-600-GT,158.0,ATX,bronze,600,Semi,Black,ATX,4
EVGA 600 GQ,158.0,ATX,gold,600,Semi,Black,ATX,4
EVGA 700 BQ,158.0,ATX,bronze,700,Semi,Black,ATX,4
SeaSonic SSP-300SUG,119.0,Flex ATX,gold,300,false,Silver,Flex ATX,4
SeaSonic CORE GX-650,158.0,ATX,gold,650,Full,Black,ATX,4
SeaSonic FOCUS Plus Platinum,158.0,ATX,platinum,850,Full,Black,ATX,4
Thermaltake Toughpower GX1 RGB,158.0,ATX,gold,700,false,Black,ATX,4
SHARKOON Rebel P20 SFX,158.0,SFX,platinum,850,Full,Black,SFX,4
be quiet! SFX Power 3 300,158.0,SFX,bronze,300,false,Black,SFX,4
Razer Katana Chroma,389.99,ATX,platinum,1200,Full,Black,ATX,4
be quiet! Pure Power 11 CM,158.0,ATX,gold,600,Semi,Black,ATX,4
EVGA SuperNOVA NEX750G Gold,158.0,ATX,gold,750,Full,Black,ATX,4
EVGA SuperNOVA 850 P5,158.0,ATX,platinum,850,Full,Black / Teal,ATX,4
Silverstone SX650-G,158.0,SFX,gold,650,Full,Black,SFX,4
Cooler Master MWE White V2 230V,158.0,ATX,plus,750,false,Black / White,ATX,4
SeaSonic FOCUS Plus Platinum,158.0,ATX,platinum,750,Full,Black,ATX,4
Deepcool DQ750-M-V2L,158.0,ATX,gold,750,Full,Black / Green,ATX,4
EVGA SuperNOVA 550 GS,158.0,ATX,gold,550,Full,Black,ATX,4
Deepcool PN850D,158.0,ATX,gold,850,false,Black,ATX,4
be quiet! Pure Power 11 FM 650,158.0,ATX,gold,650,Full,Black,ATX,4
Cooler Master X Silent Edge Platinum,158.0,ATX,platinum,850,Full,Black,ATX,4
Montech TITAN GOLD 1200W,158.0,ATX,gold,1200,Full,Black,ATX,4
Xilence XP400R6,158.0,ATX,gold,400,false,Black / Red,ATX,4
Enermax Revolution D.F.,158.0,ATX,gold,650,Full,Black,ATX,4
EVGA SuperNOVA 1000 G2,158.0,ATX,gold,1000,Full,Black,ATX,4
EVGA SuperNOVA 850 G+,158.0,ATX,gold,850,Full,Black,ATX,4
Deepcool PF550 230V,158.0,ATX,plus,550,false,Black,ATX,4
FSP Group Dagger Pro,158.0,SFX,gold,850,Full,Black / Gold,SFX,4
RAIJINTEK AMPERE,139.9,ATX,platinum,1000,Full,Black,ATX,4
1STPLAYER NGDP ATX 3.0,158.0,ATX,platinum,1300,Full,Black,ATX,4
Cooler Master MWE White V2 230V,158.0,ATX,bronze,550,false,Black / White,ATX,4
SeaSonic B12 BC,158.0,ATX,bronze,650,false,Black,ATX,4
Thermaltake Smart,158.0,ATX,bronze,650,false,Black,ATX,4
Silverstone SX750-PT,158.0,SFX,platinum,750,Full,Black,SFX,4
EVGA SuperNOVA 650 P2,399.99,ATX,platinum,650,Full,Black,ATX,4
Deepcool PL800D,158.0,ATX,bronze,800,false,Black,ATX,4
Deepcool PF450 230V,158.0,ATX,plus,450,false,Black,ATX,4
Apevia Spirit,158.0,ATX,gold,600,false,Black,ATX,4
SeaSonic Platinum,158.0,ATX,platinum,400,Full,Black,ATX,4
Raidmax Vortex,158.0,ATX,gold,600,false,Black,ATX,4
ENDORFY Supremo FM5,158.0,ATX,gold,1000,Full,Black,ATX,4
Silverstone Essential,91.98,ATX,gold,550,Semi,Black,ATX,4
Xilence XP750R6.2,94.75,ATX,plus,750,false,Black,ATX,4
Silverstone Triton 850Rx,158.0,ATX,gold,850,false,Black,ATX,4
Sparkle FSP300-60ATV,59.99,ATX,gold,300,false,Black,ATX,4
be quiet! Straight Power 11,158.0,ATX,platinum,850,Full,Black,ATX,4
be quiet! System Power 9,158.0,ATX,bronze,700,false,Black,ATX,4
SeaSonic Core GC,158.0,ATX,gold,650,false,Black,ATX,4
EVGA 750 BP,158.0,ATX,bronze,750,false,Black,ATX,4
PowerSpec PS 650BF,158.0,ATX,bronze,650,false,Black,ATX,4
Corsair AX860i,158.0,ATX,platinum,860,Full,Black,ATX,4
Corsair AX760,158.0,ATX,platinum,760,Full,Black,ATX,4
Cooler Master MWE Bronze V2,158.0,ATX,bronze,600,false,Black,ATX,4
Antec NE1300G M ATX3.0,236.67,ATX,gold,1300,Full,Black,ATX,4
SeaSonic S12II,158.0,ATX,bronze,520,false,Black,ATX,4
Cooler Master MWE,158.0,ATX,bronze,600,false,Black,ATX,4
Corsair TX550M,158.0,ATX,gold,550,Semi,Black,ATX,4
Antec NeoECO Gold,158.0,ATX,gold,750,Full,Black,ATX,4
Thermaltake Toughpower PF1 - TT Premium Edition,158.0,ATX,platinum,650,Full,Black,ATX,4
Corsair CX550F,158.0,ATX,bronze,550,Full,White / Black,ATX,4
EVGA 450 B3,158.0,ATX,bronze,450,Full,Black,ATX,4
Thermaltake Toughpower iRGB PLUS TT Premium Edition,158.0,ATX,titanium,1650,Full,Black,ATX,4
RAIJINTEK AMPERE,169.9,ATX,platinum,1200,Full,White,ATX,4
Super Flower Leadex Titanium,158.0,ATX,titanium,1000,Full,Black,ATX,4
Thermaltake Toughpower GF1 PE,169.99,ATX,gold,750,Full,Black,ATX,4
iTek GF750 EVO,158.0,ATX,gold,750,Full,Black / Red,ATX,4
In Win P85FII,158.0,ATX,gold,850,false,Black / Yellow,ATX,4
Gigabyte AORUS P GM,158.0,ATX,gold,850,Full,Black / Silver,ATX,4
FSP Group Hydro Pro,158.0,ATX,bronze,600,false,Black,ATX,4
Corsair VS500,158.0,ATX,plus,500,false,Black,ATX,4
Thermalright TR-SGFX 650,158.0,SFX,gold,650,Full,Black,SFX,4
Fractal Design Ion+ 2 Platinum,158.0,ATX,platinum,760,Full,Black,ATX,4
GameMax GS,158.0,SFX,bronze,300,false,Silver,SFX,4
Xilence XP850R10,158.0,ATX,bronze,850,false,Black / Red,ATX,4
Gigabyte P650G (US),158.0,ATX,gold,650,false,Black,ATX,4
Corsair AX1200,158.0,ATX,gold,1200,Full,Black,ATX,4
Corsair RM850,158.0,ATX,gold,850,Full,Black,ATX,4
Enermax Revolution D.F. 12,158.0,ATX,gold,850,Full,Black,ATX,4
Super Flower Leadex Titanium,158.0,ATX,titanium,1600,Full,Black,ATX,4
Xilence XP750R12,158.0,ATX,gold,750,false,Black,ATX,4
SeaSonic VERTEX GX-1000 Sakura Edition,158.0,ATX,gold,1000,Full,White / Pink,ATX,4
Corsair HX750,158.0,ATX,gold,750,Semi,Black,ATX,4
Segotep GM,158.0,ATX,gold,850,Full,White,ATX,4
Thermaltake Toughpower PF1 - TT Premium Edition,158.0,ATX,platinum,850,Full,Black,ATX,4
Inter-Tech Argus RGB CM II,213.83,ATX,gold,650,Semi,Black,ATX,4
Silverstone Essential,107.51,ATX,gold,750,Semi,Black / Blue,ATX,4
Antec NE850G M ATX3.0,158.0,ATX,gold,850,Full,Black,ATX,4
Aerocool Integrator Gold,158.0,ATX,gold,850,Full,Black,ATX,4
Thermaltake Toughpower PF3,158.0,ATX,platinum,1200,Full,Black,ATX,4
Apex AL-8250SFX,83.71,SFX,gold,250,false,Silver,SFX,4
Deepcool DA500,158.0,ATX,bronze,500,false,Black / Gold,ATX,4
Cooler Master V750 V2,158.0,ATX,gold,750,Full,White,ATX,4
Thermalright TGFX850,158.0,SFX,gold,850,Full,White,SFX,4
ADATA XPG CYBERCORE II,158.0,ATX,platinum,1000,Full,Black,ATX,4
MSI MAG A-GL PCIE5 II,155.09,ATX,gold,1000,Full,Black,ATX,4
SeaSonic B12 BC,158.0,ATX,bronze,750,false,Black,ATX,4
Gigabyte PW400,158.0,ATX,plus,400,false,Black,ATX,4
be quiet! Dark Power 12,158.0,ATX,titanium,750,Full,Black,ATX,4
Antec VP PLUS,158.0,ATX,plus,500,false,Black,ATX,4
Corsair TX850,158.0,ATX,plus,850,false,Black,ATX,4
Aerocool AER-P7-P650W,158.0,ATX,platinum,650,Full,Black,ATX,4
ARESGAME AGS,158.0,ATX,gold,750,Semi,Black / Red,ATX,4
Thermalright TPFX850,158.0,SFX,platinum,850,Full,White,SFX,4
Cooler Master V650 Gold V2,158.0,ATX,gold,650,Full,Black,ATX,4
Phanteks AMP,158.0,ATX,gold,650,Full,Black,ATX,4
Silverstone Extreme 850R Platinum,255.21,SFX,gold,850,Full,Black,SFX,4
Silverstone Strider,487.49,ATX,silver,1500,Full,Black,ATX,4
be quiet! Straight Power 11,158.0,ATX,platinum,1000,Full,Black,ATX,4
SilentiumPC Vero L3,158.0,ATX,bronze,600,false,Black,ATX,4
Corsair HX650,158.0,ATX,gold,650,Semi,Black,ATX,4
Corsair VS600 (2020),158.0,ATX,bronze,600,false,Black,ATX,4
Silverstone Triton 1000Rz,158.0,ATX,gold,1000,Full,Black,ATX,4
EVGA SuperNOVA 650 G6,158.0,ATX,gold,650,Full,Black,ATX,4
SHARKOON SilentStorm Icewind Black,158.0,ATX,bronze,650,Semi,Black,ATX,4
Thermaltake TR2,158.0,ATX,gold,500,false,Black,ATX,4
Cooler Master G750M,158.0,ATX,bronze,750,Semi,Black,ATX,4
SeaSonic FOCUS SGX (2021),158.0,SFX,gold,650,Full,Black,SFX,4
Antec High Current Gamer Gold,158.0,ATX,gold,750,Full,Black,ATX,4
ADATA XPG KYBER,158.0,ATX,gold,650,false,Black,ATX,4
SeaSonic PRIME PX,158.0,ATX,platinum,1000,Full,Black / Silver,ATX,4
Fractal Design Ion SFX 500G,158.0,SFX,gold,500,Full,Black,SFX,4
GAMDIAS KRATOS P1 G,158.0,ATX,gold,650,false,Black,ATX,4
be quiet! Pure Power 11 CM,158.0,ATX,gold,700,Semi,Black,ATX,4
Gigabyte GreenMax Plus,158.0,ATX,bronze,650,false,Black,ATX,4
EVGA SuperNOVA NEX750B,158.0,ATX,bronze,750,Semi,Black,ATX,4
FSP Group Hydro PTM PRO,129.99,ATX,platinum,750,Full,Black,ATX,4
Enermax MAXREVO SLI,139.99,ATX,gold,1350,Full,Black / Gold,ATX,4
YEYIAN Raiden,158.0,ATX,bronze,650,false,Black,ATX,4
Gigabyte UD1600PM PG5 AI TOP,158.0,ATX,platinum,1600,Full,Black,ATX,4
Corsair RM550,158.0,ATX,gold,550,Full,Black,ATX,4
Corsair TX850M,158.0,ATX,bronze,850,Semi,Black,ATX,4
GameMax GX-750 Modular,158.0,ATX,gold,750,Full,Black,ATX,4
KOLINK Modular Power,158.0,ATX,bronze,600,Semi,Black,ATX,4
Silverstone DA750 Gold,148.72,ATX,gold,750,Full,Black / White,ATX,4
Cooler Master MasterWatt 550,158.0,ATX,bronze,550,Semi,Black,ATX,4
Silverstone DA1650 Gold,158.0,ATX,gold,1650,Full,Black / White,ATX,4
Silverstone Essential,158.0,ATX,bronze,650,false,Black,ATX,4
Cooler Master Elite NEX White W600 Black Mesh 230V,158.0,ATX,plus,600,false,Black,ATX,4
Cooler Master MWE 450,158.0,ATX,plus,450,false,Black,ATX,4
SeaSonic S12II,158.0,ATX,bronze,350,false,Black,ATX,4
Antec High Current Gamer PRO ATX3.1,292.7,ATX,platinum,1000,Full,Black,ATX,4
Thermaltake Toughpower PF3,158.0,ATX,platinum,850,Full,Black,ATX,4
FSP Group Hydro G Pro,158.0,ATX,gold,850,Full,Black,ATX,4
be quiet! Straight Power 11,158.0,ATX,platinum,1200,Full,Black,ATX,4
SeaSonic PRIME PX,158.0,ATX,platinum,1600,Full,Black / Silver,ATX,4
Super Flower Leadex Platinum SE,158.0,ATX,platinum,1000,Full,Black,ATX,4
SeaSonic PRIME SNOWSILENT,158.0,ATX,titanium,750,Full,White,ATX,4
EVGA SuperNOVA 450 GM,158.0,SFX,gold,450,Full,Black,SFX,4
SilentiumPC Supremo FM2,158.0,ATX,gold,750,Full,Black,ATX,4
Thermaltake Toughpower,158.0,ATX,gold,750,Semi,Black,ATX,4
Corsair G800,158.0,ATX,plus,800,false,Black,ATX,4
Corsair HX1050,158.0,ATX,gold,1050,Semi,Black,ATX,4
Enermax Revolution D.F. X,158.0,ATX,gold,850,Full,Black,ATX,4
RAIJINTEK CRATOS,158.0,ATX,gold,850,Full,White,ATX,4
Deepcool PQ850M,158.0,ATX,gold,850,Full,Black,ATX,4
SeaSonic PRIME Ultra Titanium,158.0,ATX,titanium,1000,Full,Black,ATX,4
Deepcool PN850M WH,158.0,ATX,gold,850,Full,White,ATX,4
Xilence XP500R6,158.0,ATX,gold,500,false,Black / Red,ATX,4
Corsair Vengeance 650M,158.0,ATX,bronze,650,Semi,Black,ATX,4
Chieftec Polaris,158.0,ATX,gold,650,Full,Black,ATX,4
be quiet! System Power 9,158.0,ATX,bronze,400,false,Black,ATX,4
SeaSonic FOCUS,158.0,ATX,gold,750,Semi,Black,ATX,4
Corsair RM650i,158.0,ATX,gold,650,Full,Black,ATX,4
Inter-Tech Argus RGB CM II,239.14,ATX,gold,750,Semi,Black,ATX,4
Deepcool PX1200G,158.0,ATX,gold,1200,Full,Black,ATX,4
Chieftec ATMOS,207.7,ATX,gold,850,Full,Black,ATX,4
KOLINK Regulator,158.0,ATX,gold,850,Full,Black,ATX,4
Cooler Master X Mighty 2000 230V,158.0,ATX,platinum,2000,Full,Black,ATX,4
EVGA 450 BV,158.0,ATX,bronze,450,false,Black,ATX,4
GameMax GM,158.0,ATX,bronze,800,Semi,Black,ATX,4
Cooler Master MWE Gold,158.0,ATX,gold,550,Full,Black,ATX,4
Xigmatek NRP-PC602,158.0,ATX,bronze,600,false,Black,ATX,4
Thermaltake Smart RGB 230V,158.0,ATX,plus,700,false,Black,ATX,4
Enermax EMG900EWT,158.0,ATX,gold,900,Full,Black,ATX,4
Deepcool DA700N,158.0,ATX,bronze,700,false,Black,ATX,4
Cooler Master MWE GOLD 750 V2,158.0,ATX,gold,750,false,Black,ATX,4
Phanteks AMP v2,158.0,ATX,gold,1000,Full,Black,ATX,4
Silverstone ST75F-GS-V3,125.99,ATX,gold,750,Full,Black,ATX,4
Silverstone Strider,158.0,ATX,plus,500,false,Black,ATX,4
PowerSpec PS 550BF,158.0,ATX,bronze,550,false,Black,ATX,4
EVGA 450 W3,158.0,ATX,plus,450,false,Black,ATX,4
Deepcool PK700D,158.0,ATX,bronze,700,false,Black,ATX,4
FSP Group DAGGER PRO ATX3.0,158.0,SFX,gold,850,Semi,Black,SFX,4
Aerocool Integrator,158.0,ATX,bronze,850,false,Black,ATX,4
Silverstone SFX,158.0,SFX,gold,450,Full,Black,SFX,4
Super Flower Leadex Platinum SE,158.0,ATX,platinum,1200,Full,Black,ATX,4
Thermaltake TPD-0550M,158.0,ATX,gold,550,Semi,Black,ATX,4
Apex AG-M,158.0,ATX,gold,750,Full,Black,ATX,4
Thermaltake Smart Pro RGB,158.0,ATX,bronze,750,Full,Black,ATX,4
SHARKOON SilentStorm Icewind Black,158.0,ATX,bronze,750,Semi,Black,ATX,4
Cooler Master G650M,158.0,ATX,bronze,650,Semi,Black,ATX,4
FSP Group Hydro G Pro,158.0,ATX,gold,1000,Full,Black,ATX,4
Deepcool PX1300P,158.0,ATX,platinum,1300,Full,Black / Silver,ATX,4
Gigabyte UD850GM-A,109.99,ATX,gold,850,Full,Black,ATX,4
Enermax Revolution D.F. X,158.0,ATX,gold,1650,Full,Black,ATX,4
be quiet! Straight Power 11,158.0,ATX,platinum,550,Full,Black,ATX,4
Cooler Master V850 V2,158.0,ATX,gold,850,Full,White,ATX,4
GAMDIAS KRATOS P1 G,158.0,ATX,gold,750,Semi,Black,ATX,4
Athena Power AP-MFATX40,158.0,Mini ITX,bronze,400,false,Silver,Mini ITX,4
Vetroo G5,158.0,ATX,gold,850,Full,Pink,ATX,4
Antec High Current Gamer Gold,158.0,ATX,gold,850,Full,Black,ATX,4
be quiet! Pure Power 11 FM 550,158.0,ATX,gold,550,Full,Black,ATX,4
Corsair CX430M,158.0,ATX,bronze,430,Semi,Black,ATX,4
FSP Group Hyper M85+,158.0,ATX,bronze,650,Semi,Black,ATX,4
Deepcool PM850D,158.0,ATX,gold,850,false,Black,ATX,4
Antec VP PLUS,158.0,ATX,plus,700,false,Black,ATX,4
Thermaltake Smart RGB,158.0,ATX,plus,600,false,Black,ATX,4
Silverstone NJ450-SXL,158.0,SFX,platinum,450,Full,Black / Blue,SFX,4
be quiet! Dark Power 12,158.0,ATX,titanium,1000,Full,Black,ATX,4
SHARKOON Rebel P20 SFX,490.9,SFX,platinum,1000,Full,Black,SFX,4
Azza ARGB,64.98,ATX,bronze,650,false,Black,ATX,4
Silverstone Strider Platinum,150.38,ATX,platinum,750,Full,Black,ATX,4
Thermaltake Toughpower GF A3 ATX 3.0,158.0,ATX,gold,1200,Full,Black,ATX,4
RAIJINTEK CRATOS,158.0,ATX,gold,1000,Full,Black,ATX,4
Corsair CX450M (2021),158.0,ATX,bronze,450,Semi,Black,ATX,4
Thermaltake Smart,158.0,ATX,bronze,750,false,Black,ATX,4
be quiet! Pure Power 11,158.0,ATX,gold,600,false,Black,ATX,4
Cooler Master Silent Pro Gold,158.0,ATX,gold,800,Semi,Black,ATX,4
Corsair TX950,158.0,ATX,bronze,950,false,Black,ATX,4
NZXT C (2019),158.0,ATX,gold,750,Full,Black,ATX,4
FSP Group Hydro GE,84.99,ATX,gold,650,Full,Black,ATX,4
Cougar GEX X2,158.0,ATX,gold,1000,Full,Black,ATX,4
SeaSonic M12II,158.0,ATX,bronze,520,Full,Black,ATX,4
Cooler Master V1000,158.0,ATX,gold,1000,Full,Black,ATX,4
EVGA SuperNOVA 750 B2,158.0,ATX,bronze,750,Semi,Black,ATX,4
Super Flower Leadex V Platinum Pro,158.0,ATX,platinum,850,Full,White,ATX,4
Thermalright AG-850,158.0,ATX,gold,850,Full,Black,ATX,4
GameMax GT,158.0,TFX,bronze,300,false,Silver,TFX,4
Lian Li EDGE GOLD,158.0,ATX,gold,750,Full,White,ATX,4
be quiet! Straight Power 11,158.0,ATX,platinum,650,Full,Black,ATX,4
Corsair HX750,158.0,ATX,gold,750,Semi,Black,ATX,4
SeaSonic X,158.0,ATX,gold,650,Full,Black,ATX,4
Gigabyte PB500,158.0,ATX,bronze,500,false,Black,ATX,4
Deepcool PN750M WH,158.0,ATX,gold,750,Full,White,ATX,4
FSP Group VITA-850GM,158.0,ATX,gold,850,Full,White,ATX,4
Thermaltake Smart BX1 RGB 750,158.0,ATX,bronze,750,false,Black,ATX,4
be quiet! Pure Power 11 FM 750,158.0,ATX,gold,750,Full,Black,ATX,4
MSI MAG A650BN EVA e-PROJECT,158.0,ATX,bronze,650,false,Black / Purple,ATX,4
Cooler Master GXII,158.0,ATX,gold,750,Full,Black,ATX,4
FSP Group Hydro M Pro ATX3.0(PCIe5.0),158.0,ATX,bronze,700,Semi,Black,ATX,4
GameMax GX Pro Rampage,158.0,ATX,platinum,1250,Full,White,ATX,4
BitFenix Formula Gold 550,158.0,ATX,gold,550,false,Black,ATX,4
Cougar GX-S,158.0,ATX,gold,550,false,Black,ATX,4
EVGA SuperNOVA 1000 P3,158.0,ATX,platinum,1000,Full,Black / Silver,ATX,4
PC Cooler YS850,129.99,ATX,gold,850,Full,Black,ATX,4
Cooler Master G Gold 650 V2,158.0,ATX,gold,650,false,Black,ATX,4
Cooler Master V SFX Gold ATX 3.0,158.0,SFX,gold,750,Full,White,SFX,4
Thermalright TB550S,158.0,ATX,bronze,550,false,Black,ATX,4
EVGA SuperNOVA 1600 G2,599.99,ATX,gold,1600,Full,Black,ATX,4
MSI MPG A750G PCIE5,158.0,ATX,gold,750,Full,Black,ATX,4
be quiet! Pure Power 10,158.0,ATX,silver,600,false,Black,ATX,4
Thermaltake TR2,158.0,ATX,gold,600,false,Black,ATX,4
EVGA 700 B1,158.0,ATX,bronze,700,false,Black,ATX,4
Antec VP PLUS,158.0,ATX,plus,600,false,Black,ATX,4
Antec EARTHWATTS GOLD PRO 650,158.0,ATX,gold,650,Semi,Black,ATX,4
be quiet! Pure Power L8,158.0,ATX,bronze,300,false,Black,ATX,4
Corsair VS450,158.0,ATX,gold,450,false,Black,ATX,4
NZXT HALE82 V2 550W,158.0,ATX,bronze,550,Full,Black,ATX,4
Silverstone SX1000R-PL,326.99,SFX,platinum,1000,Full,Black / White,SFX,4
Silverstone Essential,95.32,ATX,gold,750,false,Black / Yellow,ATX,4
GameMax GX Pro Rampage,158.0,ATX,gold,850,Full,White,ATX,4
Antec NeoECO Gold,158.0,ATX,gold,650,Full,Black,ATX,4
Cooler Master V650,158.0,ATX,gold,650,Full,Black,ATX,4
Cooler Master 600W MasterWatt Lite 230V,158.0,ATX,plus,600,false,Black,ATX,4
Deepcool PN650D,158.0,ATX,gold,650,false,Black,ATX,4
Cooler Master MWE Gold 1050 - V2,158.0,ATX,gold,1050,Full,Black,ATX,4
FSP Group VITA-650GM,158.0,ATX,gold,650,Full,Black,ATX,4
FSP Group HYPER K PRO,158.0,ATX,plus,700,false,Black / Yellow,ATX,4
Deepcool GamerStorm DQ-M,158.0,ATX,gold,850,Full,Black / Silver,ATX,4
Cooler Master MWE Bronze,158.0,ATX,bronze,500,false,Black,ATX,4
GameMax VP,158.0,ATX,bronze,600,false,Black,ATX,4
GameMax GX Pro Rampage,158.0,ATX,platinum,1050,Full,Black,ATX,4
Silverstone Triton 750Rx,158.0,ATX,gold,750,false,Black,ATX,4
Deepcool DQ750ST,158.0,ATX,gold,750,false,Black,ATX,4
EVGA 460 BP,158.0,ATX,bronze,460,false,Black,ATX,4
GameMax GP,158.0,ATX,bronze,550,false,Black,ATX,4
Thermaltake Hamburg,158.0,ATX,plus,530,false,Black,ATX,4
In Win P130II,249.0,ATX,platinum,1300,Full,Black,ATX,4
Thermaltake Toughpower GF1 ARGB,158.0,ATX,gold,850,Full,Black,ATX,4
KOLINK ENCLAVE,158.0,ATX,gold,500,Full,Black,ATX,4
